,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
522,136,GALLAIS-DUTRIEZ Alban,,FRA3D,Fontenay S/Bois 1Er Cie,289,98,284,171,573,33,27,,,CM,C,M
523,136,LEFEBVRE Nicolas,,FRAC1,Villeneuve D'Ascq,285,149,288,127,573,33,27,,,CM,C,M
524,136,OJEDA PARDO Felix Jose,,ESP16,Club Tiro Con Arco La Alm,284,165,289,112,573,33,27,,,CM,C,M
525,136,ROTA Emanuele,,ITA24,Arcieri Milano 3,286,137,287,134,573,33,27,,,CM,C,M
526,136,SANCHEZ-FERRERO Gonzalo,,ESP0C,Arqueros Abulenses,291,66,282,198,573,33,27,,,CM,C,M
527,144,BASSI Andrea,,ITA1C,Arcieri Faentini,282,201,290,95,572,33,26,,,CM,C,M
528,144,BRISSON Pierre,,FRA25,Chartres,283,181,289,112,572,33,26,,,CM,C,M
529,146,GERARD Nathan,,BEL0B,Lfe,289,98,283,183,572,32,28,,,CM,C,M
530,147,DUPORT Laurent,,FRA0C,Banvou,278,233,293,48,571,40,19,,,CM,C,M
531,148,CORBEZ Charles,,FRA96,Rueil Malmaison Star,286,137,285,159,571,33,25,,,CM,C,M
532,149,BUTHIAUX Eric,,FRA06,Antibes,288,111,283,183,571,31,29,,,CM,C,M
533,149,MONDER Michael,,FRAC8,Yo Archers Club,286,137,285,161,571,31,29,,,CM,C,M
534,149,PAUNER Joan,,FRA6A,Miramas Slc,285,149,286,147,571,31,29,,,CM,C,M
535,152,FAPPIANO Philippe,,FRA7A,Nimes,290,81,280,217,570,40,18,,,CM,C,M
536,153,LECLERC Philippe,,FRA85,Pierrefeu Du Var,284,163,286,144,570,32,26,,,CM,C,M
537,154,ANGEBAULT Stephane,,FRA28,Cholet Tac,283,181,287,134,570,31,28,,,CM,C,M
538,154,ROGERS MAC RUAI Eamonn,,IRL01,Cuchulainn,286,137,284,168,570,31,28,,,CM,C,M
539,156,FEYBESSE Jean Francois,,FRA86,Piolenc,287,129,283,183,570,30,30,,,CM,C,M
540,156,LE VAN Christian,,FRA20,Castelsarrasin,283,189,287,134,570,30,30,,,CM,C,M
541,156,LUPI Lorenzo,,ITA2E,Asd Arcieri Balla Coi Lup,286,137,284,171,570,30,30,,,CM,C,M
542,156,PINEDA SANCHEZ David,,ESP1E,Moratalaz,284,165,286,147,570,30,30,,,CM,C,M
543,156,POLIDORI Jacopo,,ITA0D,A.S.D. Arcieri Torrevecch,286,137,284,171,570,30,30,,,CM,C,M
544,156,RIBERO Thierry,,FRA06,Antibes,284,165,286,147,570,30,30,,,CM,C,M
545,156,RONDELOT Cyril,,FRAA7,Smarves,283,189,287,134,570,30,30,,,CM,C,M
546,156,SALIMBENI Ezio,,ITA1A,Arcieri Delle Alpi,284,165,286,147,570,30,30,,,CM,C,M
547,156,STAS Hareld,,NED02,Archery Service Center,286,137,284,171,570,30,30,,,CM,C,M
548,156,VANDERVELDEN Vincent,,BEL08,Huy,287,129,283,183,570,30,30,,,CM,C,M
549,156,ZAMBONI Piero,,ITA03,08077 Ki-Oshi,285,149,285,161,570,30,30,,,CM,C,M
550,167,TUNA Mustafa Serkan,,TUR07,Onok Archery,288,111,281,205,569,31,28,,,CM,C,M
551,168,DEDERICHS Antoine,,FRAB8,Varangeville,283,180,286,147,569,31,27,,,CM,C,M
552,169,BERTIN Gregory,,FRA3B,Fontainebleau,283,189,286,144,569,30,29,,,CM,C,M
553,169,DAVID Philippe,,FRAB4,Tulle,283,181,286,147,569,30,29,,,CM,C,M
554,171,FELIX Nuno,,POR06,Sporting Clube De Portuga,285,149,284,171,569,29,31,,,CM,C,M
555,172,WHITTINGHAM Alistair,,GBR0C,Euac,278,233,290,95,568,37,22,,,CM,C,M
556,173,LECOMTE David,,FRAA6,Senones,289,95,279,233,568,33,24,,,CM,C,M
557,174,ARNOUX Christophe,,FRABB,Ventabren,287,128,281,214,568,29,30,,,CM,C,M
558,174,PUTOD Sebastien,,FRAB2,Trans En Provence,282,201,286,147,568,29,30,,,CM,C,M
559,174,THIERS Anthony,,FRA26,Chateaurenard,284,165,284,168,568,29,30,,,CM,C,M
560,177,DI GIOVANNI Marco,,ITA1A,Arcieri Delle Alpi,286,137,282,198,568,28,32,,,CM,C,M
561,177,HUON Guy,,FRA09,Aubergenville,283,189,285,161,568,28,32,,,CM,C,M
562,177,PIANESI Lorenzo,,ITA26,Arcieri Piceni,284,165,284,171,568,28,32,,,CM,C,M
563,180,BARET Thierry,,FRA54,Le Lavandou,283,189,284,171,567,27,33,,,CM,C,M
564,180,BOISSAU Stephane,,FRAA8,St Avertin,282,206,285,161,567,27,33,,,CM,C,M
565,180,MICOU Christophe,,FRA94,Royan,284,165,283,183,567,27,33,,,CM,C,M
566,180,SINAL Patrick,,USA00,Usa,287,129,280,228,567,27,33,,,CM,C,M
567,184,RIVAULT PINEAU Laurent,,FRAA7,Smarves,284,163,282,193,566,30,27,,,CM,C,M
568,185,VAN EROM Pierre,,FRA4A,Hayange,284,165,282,195,566,28,30,,,CM,C,M
569,186,GEBRUERS Bert,,BEL0D,Nooit Volleerd Laakdal (N,278,239,288,127,566,27,30,,,CM,C,M
570,187,GIRARD Damien,,FRA8B,Puy Sainte Reparade Arr,282,206,284,171,566,26,34,,,CM,C,M
571,187,ODENT Nicolas,,FRA0A,Audruicq,284,165,282,198,566,26,34,,,CM,C,M
572,189,HAUDOIN Franck,,FRA32,Daumeray,283,181,282,194,565,28,30,,,CM,C,M
573,190,YILDIRIM Ahmet Arda,,TUR05,Istanbul Okculuk,285,149,280,221,565,27,31,,,CM,C,M
574,191,LELOUP Bryan,,FRA32,Daumeray,280,221,285,161,565,26,33,,,CM,C,M
575,191,NOTT Jonathan,,GBR01,Archery Gb,283,181,282,198,565,26,33,,,CM,C,M
576,193,ALMEIDA Joao,,POR02,Portugal,282,206,283,183,565,25,35,,,CM,C,M
577,193,SANTOS Eduardo,,POR02,Portugal,283,189,282,198,565,25,35,,,CM,C,M
578,195,LAZZATI Gabriele,,ITA0A,A.S.D. Arcieri Franciacor,289,98,275,266,564,33,26,,,CM,C,M
579,196,DRUGUET Joel,,FRA6A,Miramas Slc,281,212,283,181,564,27,30,,,CM,C,M
580,197,ANDREYITCH Thomas,,FRA1F,Castelnaudary,283,181,281,208,564,26,32,,,CM,C,M
581,197,LAMBERT David,,FRA3C,Fontenay Le Fleury,283,181,281,208,564,26,32,,,CM,C,M
582,199,SPRING Martin,,SUI0C,Mathews Factory Staff,281,215,283,182,564,25,34,,,CM,C,M
583,200,GARITAT Stephane,,FRA8E,Rennes Cie,279,231,285,161,564,24,36,,,CM,C,M
584,201,BARBAZZA Giuliano,,ITA05,12122 - A.S.D. Arco Club,284,162,279,238,563,26,31,,,CM,C,M
585,202,DUVAL Arnaud,,FRA77,Narbonne,283,189,280,220,563,25,34,,,CM,C,M
586,203,JUSSELIN Christophe,,FRA4F,La Chapelle Thecle,281,212,282,196,563,25,33,,,CM,C,M
587,204,LIJARCIO Rafael,,ESP03,Arc Pardinyes,283,189,280,223,563,24,35,,,CM,C,M
588,204,VAN CASPEL Peter,,NED05,Hbs Almere,280,221,283,183,563,24,35,,,CM,C,M
589,206,LUCOT Laurent,,FRAB8,Varangeville,281,215,282,198,563,23,37,,,CM,C,M
590,207,ROUX Patrick,,RSA04,South Africa Tuks Archery,280,220,282,192,562,40,18,,,CM,C,M
591,208,MARTIN Dominique,,FRA50,La Garde,282,201,280,228,562,23,36,,,CM,C,M
592,209,BAPTISTA Carlos,,POR06,Sporting Clube De Portuga,285,149,277,255,562,22,38,,,CM,C,M
593,210,GOBERT Stephane,,FRA6E,Montigny Les Metz A.C.,282,199,279,233,561,27,29,,,CM,C,M
594,211,ISGRO Emanuele,,ITA3A,Italie,278,235,283,183,561,25,32,,,CM,C,M
595,211,ROTA Paolo Alessandr,,ITA24,Arcieri Milano 3,282,206,279,235,561,25,32,,,CM,C,M
596,213,HUGUET Julien,,FRA9B,Saint Herblain,286,136,275,267,561,25,31,,,CM,C,M
597,214,LEBEAU Antoine,,FRAA9,St Herblain,278,240,283,183,561,21,39,,,CM,C,M
598,214,SCARANO Nino,,FRAA5,Seichamps,281,215,280,228,561,21,39,,,CM,C,M
599,214,STRASSER Jan,,SUI04,Archeryteam92,282,206,279,240,561,21,39,,,CM,C,M
600,217,BALDACCINI Simone,,ITA3A,Italie,279,225,281,208,560,25,30,,,CM,C,M
601,218,RUIZ Olivier,,SUI02,Arc Club Jussy,279,227,281,206,560,24,33,,,CM,C,M
602,219,KEMP Xavier,,MON01,Monaco,276,250,284,168,560,24,32,,,CM,C,M
603,220,JARVENPAA Marko,,FIN02,Rijo,276,254,284,171,560,22,37,,,CM,C,M
604,221,WISEMAN Mark,,GBR03,Chelmsford Tudor Rose,282,201,278,246,560,22,36,,,CM,C,M
605,222,LOPEZ SANCHEZ Santos,,ESP15,Club Tau De Tir Amb Arc,281,212,279,242,560,21,37,,,CM,C,M
606,223,ALEXANDRE Jean,,BEL0E,Ske Kermt,281,215,279,240,560,20,40,,,CM,C,M
607,223,BRINGER Ludovic,,FRA11,Boe,280,223,280,228,560,20,40,,,CM,C,M
608,223,MLINARIÄ Tomislav,,CRO02,Croatia,276,260,284,171,560,20,40,,,CM,C,M
609,226,CANCELLI Giampaolo,,ITA13,Arcieri Castiglione Olona,272,283,287,134,559,31,26,,,CM,C,M
610,227,VERSACE Davide,,ITA24,Arcieri Milano 3,273,278,286,143,559,24,32,,,CM,C,M
611,228,GUIGNET Patrick,,FRA3E,Gagny,283,181,276,258,559,23,33,,,CM,C,M
612,228,VON DER MARWITZ Erik,,SUI05,Bs Thalwil,282,201,277,250,559,23,33,,,CM,C,M
613,230,DUBOIS Reginald,,FRA25,Chartres,278,236,281,208,559,22,35,,,CM,C,M
614,231,AMATO Brice,,FRA06,Antibes,277,244,282,198,559,20,39,,,CM,C,M
615,231,TORSET-BONFILLO Erwann,,FRAB5,Valaurie,279,229,280,228,559,20,39,,,CM,C,M
616,233,SAIGOT Nicolas,,FRA83,Pers En Gatinais,286,137,272,288,558,21,37,,,CM,C,M
617,234,LALLEMANT Julien,,FRA46,Guyancourt Archers,279,231,279,236,558,20,38,,,CM,C,M
618,234,VALLIORGUE Julien,,FRA8F,Riom,279,229,279,238,558,20,38,,,CM,C,M
619,236,BROCAL Edgar,,ESP03,Arc Pardinyes,277,246,281,208,558,19,40,,,CM,C,M
620,237,EVRARD Marc,,FRA32,Daumeray,281,215,277,255,558,18,42,,,CM,C,M
621,238,SIMON Marc,,FRAA4,Savigny Le Temple,276,248,281,214,557,27,31,,,CM,C,M
622,239,IRACA' Antonio,,ITA24,Arcieri Milano 3,283,189,274,271,557,22,33,,,CM,C,M
623,240,LUCARELLI Stefano,,ITA1A,Arcieri Delle Alpi,276,249,281,208,557,21,36,,,CM,C,M
624,241,WANNER Joel Henry,,FRA4B,Hombourg Haut,278,238,279,236,557,20,37,,,CM,C,M
625,242,MARTENS Patrick,,BEL10,Ssa Alken,285,149,271,290,556,26,32,,,CM,C,M
626,243,BECCARI Franco,,ITA3D,Kosmos Rovereto,276,255,280,218,556,21,34,,,CM,C,M
627,244,FRUTEL Sebastien,,FRA4B,Hombourg Haut,282,199,274,273,556,20,36,,,CM,C,M
628,245,MUSELLI Cesare,,ITA08,A.S.D. Arcieri D.L.F. Voghera,276,260,280,223,556,17,42,,,CM,C,M
629,246,POLIDORI Vittorio,,ITA0D,A.S.D. Arcieri Torrevecch,282,198,273,275,555,24,27,,,CM,C,M
630,247,OHMAN David,,USA19,Mathews Pro Staff,275,264,280,221,555,19,37,,,CM,C,M
631,248,CORNU Jean-Michel,,FRA9D,Saint Mard,274,268,281,214,555,18,39,,,CM,C,M
632,248,SCHRYVE Jean Loic,,FRA27,Chauny,278,236,277,252,555,18,39,,,CM,C,M
633,248,VICENTE JOSE Polo Santamaria,,ESP05,Arc Valencia,277,244,278,244,555,18,39,,,CM,C,M
634,251,WINDER Stephane,,FRA11,Boe,282,206,272,284,554,19,38,,,CM,C,M
635,252,BELLOMETTI Devid,,ITA1E,Arcieri Franciacorta,277,246,277,251,554,16,43,,,CM,C,M
636,253,KNALL Philipp,,JPN02,Japon,280,223,274,273,554,16,42,,,CM,C,M
637,254,LASZKOWICZ Neil,,GBR12,Melton Mowbray Ac,275,262,278,246,553,19,37,,,CM,C,M
638,255,JOSE Alvarez Rodrigu,,ESP26,Tiro Con Arco Ponferrada,273,275,280,223,553,18,38,,,CM,C,M
639,256,BERAIL Pierre,,FRA65,Mazamet,277,242,276,262,553,16,41,,,CM,C,M
640,256,COLLINS Michael,,USA07,G5 Outdoors,273,282,280,223,553,16,41,,,CM,C,M
641,258,HOWARD Jeff,,USA06,Usa,277,242,276,264,553,15,43,,,CM,C,M
642,259,BABOU Eric,,FRAB0,Toulon,278,240,275,270,553,13,47,,,CM,C,M
643,260,DUPUIS Olivier,,FRA32,Daumeray,274,266,278,243,552,20,32,,,CM,C,M
644,261,MARINI Cedric,,FRA22,Challes Les Eaux,276,258,276,257,552,17,40,,,CM,C,M
645,262,HAYNES Eric,,FRA4D,Issy Les Moulineaux,276,250,276,265,552,16,40,,,CM,C,M
646,262,STEFFANN Pierre-Alain,,FRAA6,Senones,274,269,278,244,552,16,40,,,CM,C,M
647,264,ZEDET Arnaud,,FRA6D,Mont St Aignan,279,226,272,282,551,20,33,,,CM,C,M
648,265,BAIADA Giacomo,,ITA3A,Italie,275,263,276,258,551,18,35,,,CM,C,M
649,266,CLUBER Alain,,FRA66,Menton,270,291,281,206,551,17,37,,,CM,C,M
650,267,AGASSE Stephane,,FRA1B,Cande,271,287,280,223,551,16,39,,,CM,C,M
651,268,CULOT Philippe,,FRA2E,Conflans Sainte-Honorine,276,250,275,269,551,15,41,,,CM,C,M
652,268,GUTIERREZ Michel,,FRAAD,Suresnes,273,279,278,246,551,15,41,,,CM,C,M
653,270,FOLICALDI Sergio,,ITA22,Arcieri Martesana,274,271,277,252,551,13,45,,,CM,C,M
654,270,KELLER Samuel,,FRA4B,Hombourg Haut,274,271,277,252,551,13,45,,,CM,C,M
655,272,PERROUX Jean Louis,,FRA06,Antibes,265,301,285,161,550,18,36,,,CM,C,M
656,273,HERNANDEZ Raul,,ESP03,Arc Pardinyes,273,279,277,249,550,17,38,,,CM,C,M
657,274,GUÃ°JONSSON Guä Mundur Orn,,ISL01,Iceland,274,267,275,267,549,16,38,,,CM,C,M
658,275,DELOISON Laurent,,FRA9D,Saint Mard,268,297,280,218,548,22,33,,,CM,C,M
659,276,BOISSONET Michel,,FRA20,Castelsarrasin,272,284,276,258,548,17,37,,,CM,C,M
660,277,LIENARD Sebastien,,FRA43,Gravelines,276,258,272,284,548,14,42,,,CM,C,M
661,278,CAROSSO Cristiano,,ITA1A,Arcieri Delle Alpi,275,265,273,281,548,10,48,,,CM,C,M
662,279,VIALETAY Antoine,,FRA53,Le Bouscat,273,276,274,272,547,14,39,,,CM,C,M
663,280,DIDIER Denis,,FRA71,Montreuil Juigne,274,271,273,277,547,12,43,,,CM,C,M
664,280,PRIEELS Philippe,,BEL07,Gsr,276,255,271,291,547,12,43,,,CM,C,M
665,282,BELTRAN Nicolas,,FRA18,Bron,273,274,273,276,546,15,37,,,CM,C,M
666,283,GRILLI Gabriele,,ITA25,Arcieri Monica,273,276,273,279,546,13,40,,,CM,C,M
667,284,SOLEYRET Frederic,,FRAB9,Vedene,269,294,276,258,545,15,37,,,CM,C,M
668,285,OSCAR Berrocal Lopez,,ESP08,Arco Muralla,276,250,268,297,544,17,38,,,CM,C,M
669,286,LECOUFFE Yoann,,FRA8D,Reims,271,286,273,280,544,11,42,,,CM,C,M
670,287,THORGEIRSSON Hlynur Freyr,,ISL01,Iceland,272,285,272,289,544,10,44,,,CM,C,M
671,288,GUIGUET Denis,,FRA21,Castres,270,289,272,286,542,12,40,,,CM,C,M
672,289,CALVO Christophe,,FRA26,Chateaurenard,269,295,273,277,542,11,40,,,CM,C,M
673,290,BONNET Guerric,,FRA55,Le Thor,276,255,265,306,541,13,43,,,CM,C,M
674,291,PERSI Giancarlo,,ITA0E,A.S.D. Arco Club Pontino,265,300,276,262,541,12,45,,,CM,C,M
675,292,BONVALET Frederic,,FRAB1,Tournon Saint Martin,270,290,270,293,540,10,40,,,CM,C,M
676,293,BEAUFOL Emmanuel,,FRAA0,Saint Myon,273,279,266,304,539,13,42,,,CM,C,M
677,294,PICAUD Francis,,MON01,Monaco,274,269,264,309,538,14,38,,,CM,C,M
678,295,TOSO Federico,,ITA07,A.S.D. Arcieri Clarasum,269,293,268,298,537,14,37,,,CM,C,M
679,296,PERNET Denis,,FRA76,Moutiers,269,295,268,299,537,11,37,,,CM,C,M
680,297,CAPO Jean-Marc,,FRA03,Albi,264,302,272,287,536,13,38,,,CM,C,M
681,298,WARGNIER Sebastien,,FRA77,Narbonne,270,288,265,308,535,14,38,,,CM,C,M
682,299,PERABO Frederic,,FRA4A,Hayange,269,292,266,305,535,13,31,,,CM,C,M
683,300,KEENAN John,,IRL02,Cuchulainn Archers,263,306,272,283,535,11,33,,,CM,C,M
684,301,MONACHESI Massimiliano,,ITA3A,Italie,279,228,255,317,534,18,36,,,CM,C,M
685,302,GAY Philippe,,FRAA1,Salaise Sur Sanne,264,302,270,292,534,12,39,,,CM,C,M
686,303,RASQUIER Francki,,FRA15,Bourg En Bresse,266,299,268,302,534,8,40,,,CM,C,M
687,304,GRIFFON Dominique,,FRA6D,Mont St Aignan,268,298,263,313,531,11,32,,,CM,C,M
688,305,DELVIGNE Dominique,,BEL0A,Lef-Archery,261,309,269,295,530,10,36,,,CM,C,M
689,306,COLLARI Enrico,,ITA2B,Arcieri Torrevecchia,262,308,268,301,530,5,42,,,CM,C,M
690,307,ROUX Vivian,,FRA94,Royan,262,307,267,303,529,11,36,,,CM,C,M
691,308,SCIPIONI Andre,,FRA66,Menton,259,313,270,294,529,8,44,,,CM,C,M
692,309,MARTIN Christophe,,FRA66,Menton,264,304,263,312,527,13,42,,,CM,C,M
693,310,MORAT Christian,,FRAC4,Villiers Le Bel,264,305,261,314,525,11,36,,,CM,C,M
694,311,SCALISI Carmelo,,BEL02,Centaure Fleurus,260,312,264,311,524,6,40,,,CM,C,M
695,312,JONSSON Gunnar Thor,,ISL01,Iceland,255,314,268,300,523,10,35,,,CM,C,M
696,313,FOURNIER Jacky,,FRAA8,St Avertin,260,311,261,314,521,10,40,,,CM,C,M
697,314,DEACON Mick,,ESP1C,Indalarco Almeria,251,316,269,296,520,9,35,,,CM,C,M
698,315,PYLA Jean,,FRA8A,Pontivy,255,315,265,307,520,8,35,,,CM,C,M
699,316,QUEHEN Thierry,,FRA3B,Fontainebleau,260,310,259,316,519,5,46,,,CM,C,M
700,317,URBAIN Roger,,BEL0A,Lef-Archery,249,318,264,310,513,8,30,,,CM,C,M
701,318,BOURDIN Jean-Pierre,,FRA94,Royan,250,317,250,318,500,7,28,,,CM,C,M
702,1,SONG Yun Soo,,KOR02,Hyundai Mobis,297,1,298,1,595,55,5,,,CW,C,W
703,2,GAUVIN Crystal,,USA18,Usa Archery,292,3,297,2,589,49,11,,,CW,C,W
704,3,DODEMONT Sophie,,FRAC4,Villiers Le Bel,291,8,297,2,588,48,12,,,CW,C,W
705,4,VAN CASPEL Inge,,NED06,Hbsa,292,3,295,5,587,47,13,,,CW,C,W
706,5,VAN KRADENBURG Jeanine,,RSA01,Magnum Archery,291,8,296,4,587,47,13,,,CW,C,W
707,6,ANASTASIO Anastasia,,ITA3E,Marina Militare,293,2,293,9,586,46,14,,,CW,C,W
708,7,PRIEELS Sarah,,FRA8E,Rennes Cie,291,8,295,5,586,46,14,,,CW,C,W
709,8,CHOI Bo Min,,KOR01,Korea,290,14,295,5,585,45,15,,,CW,C,W
710,9,JONES Naomi,,GBR0A,Edinburgh University Ac,290,14,295,5,585,45,15,,,CW,C,W
711,10,AVDEEVA Natalya,,RUS04,Russian Archery Federation,292,3,291,14,583,43,17,,,CW,C,W
712,11,LEBECQUE Pascale,,FRA42,Grande Synthe,291,8,292,10,583,43,17,,,CW,C,W
713,12,TONIOLI Marcella,,ITA1E,Arcieri Franciacorta,291,8,292,10,583,43,17,,,CW,C,W
714,13,COLIN Christie,,USA00,Usa,290,14,290,17,580,40,20,,,CW,C,W
715,14,SONNICHSEN Sarah,,DEN05,T.I.K.,291,8,289,19,580,40,20,,,CW,C,W
716,15,ROUX Gerda,,RSA04,South Africa Tuks Archery,291,7,288,22,579,41,18,,,CW,C,W
717,16,CERNE Toja,,SLO05,Lk Feniks,289,18,290,17,579,39,21,,,CW,C,W
718,17,JONES Erika,,USA18,Usa Archery,287,22,292,10,579,39,21,,,CW,C,W
719,18,SPANO Viviana,,ITA2A,Arcieri Torres Sassari,292,3,287,26,579,39,21,,,CW,C,W
720,19,COUWENBERG Martine,,NED02,Archery Service Center,286,26,292,10,578,39,20,,,CW,C,W
721,20,MARCOS Andrea,,ESP18,El Trastolillu,290,14,287,26,577,37,23,,,CW,C,W
722,21,VANDIONANT Sandrine,,FRA7A,Nimes,285,29,291,14,576,38,20,,,CW,C,W
723,22,LE BALC'H Lydie,,FRA36,Dreux,284,33,291,14,575,35,25,,,CW,C,W
724,23,WENTZEL Danelle,,RSA02,Nasional Team Sa Tuks Arc,289,18,286,30,575,35,25,,,CW,C,W
725,24,EKSI KAHRAMAN Huriye,,TUR06,Onok Archery,287,21,287,26,574,35,24,,,CW,C,W
726,25,DESSOY Catheline,,FRA78,Neuilly Sur Marne,285,31,289,19,574,34,26,,,CW,C,W
727,26,GALE Sherry,,AUS02,Vhac,289,18,285,32,574,34,26,,,CW,C,W
728,27,KELLER Lexi,,USA18,Usa Archery,286,27,288,22,574,34,26,,,CW,C,W
729,28,LAURSEN Louise,,DEN01,Danemark,284,33,289,19,573,33,27,,,CW,C,W
730,29,DE MATOS Laure,,FRA68,Meursault,284,33,288,22,572,32,28,,,CW,C,W
731,30,SANCENOT Amelie,,FRA68,Meursault,285,31,287,26,572,32,28,,,CW,C,W
732,31,FINESSI Monica,,ITA34,Fiamme Azzurre,283,42,288,22,571,32,27,,,CW,C,W
733,32,LEE Hyun Jung,,KOR02,Hyundai Mobis,284,33,286,30,570,30,30,,,CW,C,W
734,33,FUBIANI Jessica,,ITA1E,Arcieri Franciacorta,287,22,282,42,569,29,31,,,CW,C,W
735,34,GALES Andrea,,GBR1A,Woking A C,284,33,284,35,568,28,32,,,CW,C,W
736,35,GARITAT Chrystelle,,FRA8E,Rennes Cie,283,43,284,34,567,28,31,,,CW,C,W
737,36,STANIECZEK Anna,,POL01,Luks Orlik Goleszow,283,43,284,35,567,27,33,,,CW,C,W
738,37,FOGLIO Alessia,,ITA1A,Arcieri Delle Alpi,284,33,282,40,566,28,30,,,CW,C,W
739,38,BROWN Georgie,,GBR13,Meriden,282,47,284,35,566,27,32,,,CW,C,W
740,38,DEACON Kathy,,ESP1C,Indalarco Almeria,284,33,282,41,566,27,32,,,CW,C,W
741,40,DEPIEDS Anais,,FRA57,Lef Archery,287,22,279,57,566,26,34,,,CW,C,W
742,40,ELZINGA Vanessa,,NED03,Elzinga Archery,281,52,285,32,566,26,34,,,CW,C,W
743,42,DE GIULI Clementine,,SUI02,Arc Club Jussy,286,27,279,53,565,26,33,,,CW,C,W
744,42,GALLAIS-DUTRIEZ Alexandra,,FRA3D,Fontenay S/Bois 1Er Cie,287,22,278,62,565,26,33,,,CW,C,W
745,44,ANEAR Erika,,DEN02,Hoyt Tik,282,49,283,38,565,25,35,,,CW,C,W
746,44,NOVIKOVA Elena,,RUS02,Individual,284,33,281,45,565,25,35,,,CW,C,W
747,46,BROCK Easter,,USA18,Usa Archery,285,30,279,51,564,27,30,,,CW,C,W
748,47,CROOK Dahlia,,USA00,Usa,284,33,280,48,564,25,34,,,CW,C,W
749,48,BUDEN Ivana,,CRO01,Agram,282,47,281,45,563,24,35,,,CW,C,W
750,49,GONZALEZ Cristina,,ESP17,Ctacm,279,57,283,38,562,23,36,,,CW,C,W
751,50,CHESSE Joanna,,FRA78,Neuilly Sur Marne,283,43,279,57,562,22,38,,,CW,C,W
752,50,MAGNUSDOTTIR Helga Kolbrun,,ISL01,Iceland,282,49,280,49,562,22,38,,,CW,C,W
753,52,BIROGLU Handan,,TUR06,Onok Archery,282,46,279,57,561,23,35,,,CW,C,W
754,52,D'AGOSTINO Katia,,ITA1A,Arcieri Delle Alpi,280,53,281,44,561,23,35,,,CW,C,W
755,54,GREENWOOD Hope,,GBR09,Edinburgh University,282,49,279,53,561,22,37,,,CW,C,W
756,55,PAGET Elisa,,FRA08,Argenteuil,280,55,281,45,561,21,39,,,CW,C,W
757,55,SHKLIAR Kseniia,,UKR02,Ukraine,279,59,282,42,561,21,39,,,CW,C,W
758,57,KULL Krista,,EST05,Tyri Archery School,278,61,279,51,557,22,33,,,CW,C,W
759,58,O'SULLIVAN Lucy,,GBR0F,Grande-Bretagne,280,53,276,70,556,17,42,,,CW,C,W
760,59,HUARD Geraldine,,FRA3D,Fontenay S/Bois 1Er Cie,277,64,278,61,555,21,35,,,CW,C,W
761,60,MAKKONEN Susanna,,FIN03,Wilhelm Tell,279,57,276,65,555,20,37,,,CW,C,W
762,61,VAN WIJMEERSCH Tamara,,BEL10,Ssa Alken,280,55,274,75,554,16,42,,,CW,C,W
763,62,DIAB Bernadette,,USA18,Usa Archery,277,66,276,65,553,18,39,,,CW,C,W
764,62,STRASSER Malvina,,SUI04,Archeryteam92,274,73,279,53,553,18,39,,,CW,C,W
765,64,BARBY Victoria,,GBR0B,Edinburgh University Arch,278,61,275,74,553,16,41,,,CW,C,W
766,65,HAYASHI Kiyomi,,JPN01,Gumma,274,76,279,57,553,13,47,,,CW,C,W
767,66,GALVEZ Elodie,,FRA54,Le Lavandou,276,68,276,67,552,19,35,,,CW,C,W
768,67,ANGEBAULT Véronique,,FRA28,Cholet Tac,275,72,277,63,552,14,44,,,CW,C,W
769,68,MICHELON Sandrine,,FRA66,Menton,278,63,273,77,551,15,42,,,CW,C,W
770,69,BOUZAS BERMEJO Sonsoles,,ESP0A,Arcolid,272,79,279,53,551,15,41,,,CW,C,W
771,70,ROMANTEAU Sonia,,FRA92,Rochefort Sur Mer,274,75,277,63,551,13,45,,,CW,C,W
772,71,SANTOS Cristina,,POR06,Sporting Clube De Portuga,274,74,276,69,550,15,40,,,CW,C,W
773,72,MOTTA Mariaraffaella,,ITA12,Arcieri Burarco,275,71,275,73,550,14,42,,,CW,C,W
774,73,FRITH Jo,,GBR05,Chippenham Archers,278,60,271,79,549,18,34,,,CW,C,W
775,74,TAFFLE Laetitia,,FRA09,Aubergenville,269,83,280,49,549,13,43,,,CW,C,W
776,75,FROMENT Agnes,,FRAC4,Villiers Le Bel,273,77,275,71,548,15,39,,,CW,C,W
777,76,PEVENT Marion,,FRA30,Coutances,276,70,271,79,547,13,41,,,CW,C,W
778,77,HOLDERNESS Lucy,,GBR06,Clophill,271,80,274,75,545,13,40,,,CW,C,W
779,78,BERGUIN Caroline,,FRA6D,Mont St Aignan,271,81,272,78,543,12,39,,,CW,C,W
780,79,HULIN Françoise,,BEL0A,Lef-Archery,276,69,265,86,541,15,39,,,CW,C,W
781,80,PICAUD Sandrine,,MON01,Monaco,265,86,275,72,540,15,39,,,CW,C,W
782,81,SANTI Coraline,,FRA20,Castelsarrasin,277,66,263,88,540,14,42,,,CW,C,W
783,82,RENCK Cecile,,FRA91,Rixheim,277,65,263,89,540,14,40,,,CW,C,W
784,83,SAHIN Zeynep,,TUR02,Demka Sport Club,270,82,270,82,540,11,43,,,CW,C,W
